original_index,est_idx,est_end_idx,start,end,context,char_in_sentence,full_word
2890,5725067.0,5726368.0,2127.364217252396,2127.99968051118,,6,Enough
2891,5726786.0,5728267.0,2128.1945686900945,2128.925718849838,Enough,16,pillaging
2892,5728895.0,5729197.0,2129.223642172524,2129.371565495206,,2,To
2893,5729231.0,5729575.0,2129.3971246006367,2129.547124600637,To,6,the
2894,5729575.0,5731002.0,2129.547124600637,2130.25287539936,To the,13,castle
2895,5768940.0,5769378.0,2148.769968051118,2148.9913738019145,,2,Oh
2896,5769669.0,5769993.0,2149.134185303514,2149.2841853035143,Oh,6,you
2897,5769993.0,5770486.0,2149.2841853035143,2149.5341853035143,Oh you,10,got
2899,5770707.0,5771133.0,2149.6421725239616,2149.8421725239614,Oh you got ta,18,take
2900,5771194.0,5771586.0,2149.872204472844,2150.072204472843,Oh you got ta take,23,care
2901,5771654.0,5771830.0,2150.1054313099044,2150.18945686901,Oh you got ta take care,26,of
2902,5771830.0,5771986.0,2150.18945686901,2150.275559105432,Oh you got ta take care of,30,the
2903,5772103.0,5772969.0,2150.332268370607,2150.7559105431314,Oh you got ta take care of the,35,baby
2904,5773418.0,5774222.0,2150.958466453674,2151.366932907349,,9,Everybody
2905,5774222.0,5774750.0,2151.366932907349,2151.6180511182115,Everybody,14,stay
2906,5774750.0,5775487.0,2151.6180511182115,2151.968210862618,Everybody stay,19,calm
2907,5776326.0,5776766.0,2152.396166134185,2152.60143769968,,2,We're
2909,5776766.0,5777054.0,2152.60143769968,2152.75143769968,We're,9,all
2910,5777139.0,5777669.0,2152.7929712460045,2153.0429712460045,We're all,13,gon
2912,5777842.0,5779208.0,2153.1277955271566,2153.7857827476023,We're all gon na,20,die
2913,5788991.0,5790177.0,2158.5750798722047,2159.153993610225,,8,Everyone
2914,5790177.0,5791141.0,2159.153993610225,2159.6086261980845,Everyone,11,in
2915,5791222.0,5792315.0,2159.664536741214,2160.197923322683,Everyone in,15,now
2916,5792759.0,5793713.0,2160.4057507987222,2160.873003194888,,3,C'm
2918,5794368.0,5794759.0,2161.2,2161.384025559106,,3,Put
2919,5794794.0,5795206.0,2161.401,2161.61,Put,8,some
2920,5795208.0,5795783.0,2161.611,2161.8844408945697,Put some,13,back
2921,5795811.0,5796211.0,2161.898220447285,2162.101246006391,Put some back,18,into
2922,5796226.0,5796469.0,2162.108635782748,2162.227635782748,Put some back into,21,it
2923,5796517.0,5797157.0,2162.251,2162.555846645369,Put some back into it,28,people
2924,5797190.0,5799588.0,2162.57182108626,2163.7523961661304,,3,Yee
2926,5804121.0,5804459.0,2165.95817891374,2166.13,,2,We
2927,5804546.0,5805074.0,2166.172523961661,2166.422523961661,We,5,don't
2929,5805074.0,5805672.0,2166.422523961661,2166.7055910543104,We don't,13,have
2930,5805683.0,5806319.0,2166.73,2167.03,We don't have,18,time
2931,5806321.0,5806695.0,2167.031,2167.2048562300333,We don't have time,22,now
2932,5806846.0,5807454.0,2167.279338658145,2167.594568690098,We don't have time now,25,go
2933,5808218.0,5809133.0,2167.96,2168.4046006389794,,7,Quickly
2934,5809158.0,5810142.0,2168.418466453676,2168.898466453676,Quickly,14,ladies
2935,5815614.0,5816055.0,2171.571884984025,2171.777156549522,,2,We'll
2937,5816055.0,5816413.0,2171.777156549522,2171.961182108628,We'll,10,hold
2939,5816622.0,5817084.0,2172.063897763576,2172.2809904153337,We'll hold 'em,18,off
2940,5817084.0,5817271.0,2172.2809904153337,2172.3809904153336,We'll hold 'em off,21,as
2941,5817322.0,5817713.0,2172.4057507987222,2172.605750798722,We'll hold 'em off as,26,long
2942,5817767.0,5818005.0,2172.632587859425,2172.7325878594247,We'll hold 'em off as long,29,as
2943,5818005.0,5818211.0,2172.7325878594247,2172.8325878594246,We'll hold 'em off as long as,32,we
2944,5818211.0,5819541.0,2172.8325878594246,2173.474600638978,We'll hold 'em off as long as we,36,can
2945,5851744.0,5852496.0,2189.214057507987,2189.5726837060693,,5,Where
2946,5852574.0,5853866.0,2189.6288817891395,2190.25,Where,9,are
2947,5853948.0,5854958.0,2190.29,2190.7849840255594,Where are,15,Shrek
2948,5855382.0,5855809.0,2191.0,2191.19,Where are Shrek,19,and
2949,5855811.0,5857140.0,2191.191,2191.85,Where are Shrek and,25,Fiona
2950,5857257.0,5857825.0,2191.9075079872187,2192.1611501597417,,4,Name
2951,5857825.0,5858510.0,2192.1611501597417,2192.5111501597416,Name,9,doesn't
2953,5858562.0,5859026.0,2192.5367412140577,2192.7718849840253,Name doesn't,17,ring
2954,5859026.0,5859129.0,2192.7718849840253,2192.821884984025,Name doesn't ring,19,a
2955,5859219.0,5860009.0,2192.865814696486,2193.251118210864,Name doesn't ring a,24,bell
2956,5865343.0,5865836.0,2195.84,2196.09,,1,I
2957,5865838.0,5867723.0,2196.091,2197.0124920127814,I,9,suggest
2958,5867902.0,5868616.0,2197.1,2197.44,I suggest,13,you
2959,5868618.0,5870145.0,2197.441,2198.1944408945687,I suggest you,20,freaks
2960,5870301.0,5871835.0,2198.27,2199.02,I suggest you freaks,30,cooperate
2961,5872220.0,5872615.0,2199.21,2199.41,I suggest you freaks cooperate,35,with
2962,5872617.0,5872779.0,2199.411,2199.49,I suggest you freaks cooperate with,39,the
2963,5872781.0,5873358.0,2199.491,2199.764856230032,I suggest you freaks cooperate with the,43,new
2964,5873472.0,5874473.0,2199.829753993609,2200.3,I suggest you freaks cooperate with the new,48,king
2965,5874555.0,5874924.0,2200.34,2200.53,I suggest you freaks cooperate with the new king,51,of
2966,5874926.0,5875970.0,2200.531,2201.04,I suggest you freaks cooperate with the new king of,55,Far
2967,5876031.0,5876806.0,2201.07,2201.44,I suggest you freaks cooperate with the new king of Far,59,Far
2968,5876808.0,5877524.0,2201.441,2201.792492012781,I suggest you freaks cooperate with the new king of Far Far,64,Away
2969,5877524.0,5877832.0,2201.792492012781,2201.9424920127813,,3,The
2970,5877900.0,5878404.0,2201.975559105428,2202.2298722044725,The,8,only
2971,5878626.0,5879117.0,2202.329073482428,2202.579073482428,The only,14,thing
2972,5879174.0,5879965.0,2202.6070287539937,2202.983706070293,The only thing,18,you're
2974,5879965.0,5880642.0,2202.983706070293,2203.31469648563,The only thing you're,26,ever
2975,5880744.0,5881239.0,2203.364217252396,2203.614217252396,The only thing you're ever,30,gon
2977,5881293.0,5881549.0,2203.64,2203.7488817891367,The only thing you're ever gon na,36,be
2978,5881709.0,5882395.0,2203.836143769968,2204.161661341854,The only thing you're ever gon na be,41,king
2979,5882403.0,5882778.0,2204.1658562300336,2204.3748562300334,The only thing you're ever gon na be king,44,of
2980,5882852.0,5883176.0,2204.411,2204.5516613418545,The only thing you're ever gon na be king of,47,is
2981,5883237.0,5883786.0,2204.591,2204.85,The only thing you're ever gon na be king of is,52,king
2982,5883789.0,5883974.0,2204.851,2204.941118210862,The only thing you're ever gon na be king of is king,55,of
2983,5883957.0,5884101.0,2204.9325335463245,2205.005846645366,The only thing you're ever gon na be king of is king of,59,the
2984,5884124.0,5886124.0,2205.017284345048,2205.9924920127764,The only thing you're ever gon na be king of is king of the,67,stupids
2985,5887000.0,5887803.0,2206.42,2206.8129073482432,,4,Hook
2986,5888699.0,5889524.0,2207.26,2207.66249201278,,5,Right
2987,5891209.0,5892958.0,2208.4765814696493,2209.330830670923,,5,Avast
2988,5892999.0,5894144.0,2209.351,2209.929105431312,Avast,8,ye
2989,5894407.0,5895367.0,2210.038051118212,2210.5062619808305,Avast ye,15,cookie
2990,5897379.0,5899046.0,2211.4909904153365,2212.306102236422,,2,Oh
2991,5899663.0,5900999.0,2212.59750798722,2213.249680511182,Oh,5,Ah
2992,5901012.0,5901884.0,2213.256070287544,2213.683067092652,,5,Start
2993,5902347.0,5903293.0,2213.917293929712,2214.381629392969,Start,13,talking
2994,5912828.0,5914430.0,2219.038338658147,2219.828274760382,,5,Gingy
2995,5914927.0,5915934.0,2220.063897763578,2220.5386581469643,,4,Papa
2996,5916293.0,5916925.0,2220.7220447284344,2221.0220447284346,,6,Settle
2997,5916925.0,5917507.0,2221.0220447284346,2221.3178913738,Settle,11,down
2998,5917609.0,5918639.0,2221.367412140575,2221.868849840256,Settle down,15,now
2999,5947547.0,5947752.0,2236.0,2236.1,,2,On
3000,5947752.0,5948113.0,2236.1,2236.25,On,6,the
3001,5948113.0,5949469.0,2236.25,2236.929233226834,On the,11,good
3002,5949469.0,5950635.0,2236.929233226834,2237.4902555910526,On the good,16,ship
3003,5951467.0,5954146.0,2237.907348242812,2239.2051118210866,On the good ship,25,Lollypop
3004,5954601.0,5955214.0,2239.437699680512,2239.72715654952,On the good ship Lollypop,28,it's
3006,5955214.0,5955394.0,2239.72715654952,2239.825079872201,On the good ship Lollypop it's,32,a
3007,5955427.0,5957465.0,2239.841054313097,2240.837060702874,On the good ship Lollypop it's a,38,sweet
3008,5957465.0,5957932.0,2240.837060702874,2241.056230031948,On the good ship Lollypop it's a sweet,43,trip
3009,5958310.0,5958967.0,2241.239680511183,2241.56,On the good ship Lollypop it's a sweet trip,46,to
3010,5958969.0,5959212.0,2241.561,2241.68,On the good ship Lollypop it's a sweet trip to,50,the
3011,5959279.0,5960784.0,2241.7129488817886,2242.4589137380185,On the good ship Lollypop it's a sweet trip to the,56,candy
3012,5960883.0,5961947.0,2242.496805111821,2243.016805111821,On the good ship Lollypop it's a sweet trip to the candy,61,shop
3013,5961955.0,5962279.0,2243.021,2243.18,On the good ship Lollypop it's a sweet trip to the candy shop,67,where
3014,5962290.0,5962871.0,2243.1853035143777,2243.459904153356,,3,You
3015,5966390.0,5967023.0,2245.188498402556,2245.488658146965,,3,You
3016,5967051.0,5967804.0,2245.511182108626,2245.869808306708,You,6,can't
3018,5967804.0,5968908.0,2245.869808306708,2246.409584664537,You can't,13,lie
3019,5970634.0,5971180.0,2247.26,2247.52,You can't lie,16,so
3020,5971228.0,5971781.0,2247.543364217252,2247.83,You can't lie so,21,tell
3021,5971783.0,5972148.0,2247.831,2248.01,You can't lie so tell,24,me
3022,5972209.0,5973271.0,2248.039753993609,2248.5397124600645,You can't lie so tell me,31,puppet
3023,5974131.0,5975175.0,2248.96,2249.470319488818,You can't lie so tell me puppet,37,where
3024,5975540.0,5976535.0,2249.64,2250.145271565496,You can't lie so tell me puppet where,40,is
3025,5977038.0,5978369.0,2250.38,2251.04817891374,You can't lie so tell me puppet where is,46,Shrek
3026,5979350.0,5980149.0,2251.51,2251.9,,2,Uh
3027,5984394.0,5985646.0,2253.973322683708,2254.595047923327,Uh,7,well
3028,5985646.0,5986105.0,2254.595047923327,2254.8196485623025,Uh well,10,uh
3029,5986751.0,5987283.0,2255.134984025563,2255.3862619808324,Uh well uh,12,I
3030,5987375.0,5987870.0,2255.4313099041533,2255.6813099041533,Uh well uh I,15,don't
3032,5987870.0,5988197.0,2255.6813099041533,2255.839776357828,Uh well uh I don't,23,know
3033,5988541.0,5988969.0,2256.0,2256.2,Uh well uh I don't know,29,where
3036,5988992.0,5989988.0,2256.211,2256.716102236423,Uh well uh I don't know where he's,38,not
3037,5991034.0,5991446.0,2257.21,2257.4212460063904,,3,You're
3039,5991507.0,5992119.0,2257.451,2257.74,You're,14,telling
3040,5992121.0,5992575.0,2257.741,2257.97,You're telling,17,me
3041,5992571.0,5992880.0,2257.967805111821,2258.128051118212,You're telling me,21,you
3042,5993039.0,5993535.0,2258.205728434503,2258.44,You're telling me you,24,don't
3044,5993537.0,5993864.0,2258.441,2258.61,You're telling me you don't,32,know
3045,5993866.0,5994141.0,2258.611,2258.728051118211,You're telling me you don't know,38,where
3046,5994169.0,5994731.0,2258.741830670927,2259.0248562300326,You're telling me you don't know where,44,Shrek
3047,5994805.0,5995325.0,2259.061,2259.3061022364213,You're telling me you don't know where Shrek,47,is
3048,5995725.0,5996441.0,2259.510575079873,2259.851725239617,,2,It
3049,5996637.0,5997687.0,2259.954961661341,2260.4676357827475,It,8,wouldn't
3051,5997718.0,5998060.0,2260.4824920127817,2260.66,It wouldn't,14,be
3052,5998062.0,5999427.0,2260.661,2261.31,It wouldn't be,25,inaccurate
3053,5999429.0,5999648.0,2261.311,2261.428051118212,It wouldn't be inaccurate,28,to
3054,5999670.0,6000406.0,2261.4386357827484,2261.788338658148,It wouldn't be inaccurate to,35,assume
3055,6000458.0,6000679.0,2261.815271565497,2261.930415335464,It wouldn't be inaccurate to assume,40,that
3056,6000701.0,6001091.0,2261.941,2262.14,It wouldn't be inaccurate to assume that,42,I
3057,6001453.0,6002092.0,2262.3,2262.62,It wouldn't be inaccurate to assume that I,48,couldn't
3059,6002095.0,6003255.0,2262.621,2263.18,It wouldn't be inaccurate to assume that I couldn't,59,exactly
3060,6003257.0,6003954.0,2263.181,2263.53,It wouldn't be inaccurate to assume that I couldn't exactly,63,not
3061,6003956.0,6004387.0,2263.531,2263.75,It wouldn't be inaccurate to assume that I couldn't exactly not,67,say
3062,6004389.0,6005053.0,2263.751,2264.065718849837,It wouldn't be inaccurate to assume that I couldn't exactly not say,72,that
3063,6005071.0,6005785.0,2264.074696485623,2264.4080511182124,It wouldn't be inaccurate to assume that I couldn't exactly not say that,75,is
3064,6005820.0,6006044.0,2264.425025559106,2264.55,It wouldn't be inaccurate to assume that I couldn't exactly not say that is,78,or
3065,6006046.0,6006736.0,2264.551,2264.88,It wouldn't be inaccurate to assume that I couldn't exactly not say that is or,81,isn't
3067,6006738.0,6007533.0,2264.881,2265.27,It wouldn't be inaccurate to assume that I couldn't exactly not say that is or isn't,91,almost
3068,6007535.0,6008620.0,2265.271,2265.8,It wouldn't be inaccurate to assume that I couldn't exactly not say that is or isn't almost,101,partially
3069,6008622.0,6009968.0,2265.801,2266.468466453676,It wouldn't be inaccurate to assume that I couldn't exactly not say that is or isn't almost partially,111,incorrect
3070,6010667.0,6010974.0,2266.8,2266.96,,2,So
3071,6010976.0,6011280.0,2266.961,2267.11,So,6,you
3072,6011288.0,6011655.0,2267.114194888178,2267.283194888179,So you,9,do
3073,6011651.0,6011943.0,2267.281,2267.432651757189,So you do,14,know
3074,6011965.0,6012281.0,2267.443450479234,2267.598051118212,So you do know,20,where
3075,6012306.0,6012570.0,2267.608635782748,2267.73,So you do know where,23,he
3076,6012572.0,6012939.0,2267.731,2267.919297124603,So you do know where he,26,is
3077,6013063.0,6013835.0,2267.98,2268.3482428115035,,2,On
3078,6013854.0,6014148.0,2268.357763578278,2268.51,On,6,the
3079,6014150.0,6015862.0,2268.511,2269.3388817891378,On the,15,contrary
3080,6016256.0,6016542.0,2269.54,2269.688466453676,On the contrary,17,I'm
3082,6016701.0,6017908.0,2269.766143769968,2270.337220447285,On the contrary I'm,28,possibly
3083,6017936.0,6018533.0,2270.351,2270.652076677317,On the contrary I'm possibly,33,more
3084,6018535.0,6018695.0,2270.6530766773185,2270.74,On the contrary I'm possibly more,36,or
3085,6018697.0,6019451.0,2270.741,2271.084856230033,On the contrary I'm possibly more or,41,less
3086,6019526.0,6020371.0,2271.121,2271.55,On the contrary I'm possibly more or less,45,not
3087,6020374.0,6021227.0,2271.551,2271.96,On the contrary I'm possibly more or less not,56,definitely
3088,6021229.0,6022345.0,2271.961,2272.5140255591064,On the contrary I'm possibly more or less not definitely,66,rejecting
3089,6022380.0,6022720.0,2272.531,2272.68,On the contrary I'm possibly more or less not definitely rejecting,70,the
3090,6022722.0,6023674.0,2272.681,2273.162907348244,On the contrary I'm possibly more or less not definitely rejecting the,75,idea
3091,6024142.0,6024532.0,2273.383386581469,2273.5833865814693,On the contrary I'm possibly more or less not definitely rejecting the idea,80,that
3092,6024532.0,6024924.0,2273.5833865814693,2273.7664536741186,On the contrary I'm possibly more or less not definitely rejecting the idea that,83,in
3093,6024963.0,6025442.0,2273.78568690096,2274.01,On the contrary I'm possibly more or less not definitely rejecting the idea that in,86,no
3094,6025444.0,6026263.0,2274.011,2274.418881789137,On the contrary I'm possibly more or less not definitely rejecting the idea that in no,90,way
3095,6026836.0,6027186.0,2274.69,2274.87,On the contrary I'm possibly more or less not definitely rejecting the idea that in no way,95,with
3096,6027188.0,6027698.0,2274.871,2275.13,On the contrary I'm possibly more or less not definitely rejecting the idea that in no way with,99,any
3097,6027700.0,6028310.0,2275.131,2275.42,On the contrary I'm possibly more or less not definitely rejecting the idea that in no way with any,106,amount
3098,6028312.0,6028512.0,2275.421,2275.51,On the contrary I'm possibly more or less not definitely rejecting the idea that in no way with any amount,109,of
3099,6028514.0,6029778.0,2275.511,2276.1465495207667,On the contrary I'm possibly more or less not definitely rejecting the idea that in no way with any amount of,121,uncertainty
3100,6029871.0,6030253.0,2276.1916932907347,2276.369329073483,On the contrary I'm possibly more or less not definitely rejecting the idea that in no way with any amount of uncertainty,126,that
3101,6030253.0,6030606.0,2276.369329073483,2276.550319488818,On the contrary I'm possibly more or less not definitely rejecting the idea that in no way with any amount of uncertainty that,128,I
3102,6030606.0,6032026.0,2276.550319488818,2277.235623003198,On the contrary I'm possibly more or less not definitely rejecting the idea that in no way with any amount of uncertainty that I,139,undeniably
3103,6032034.0,6032451.0,2277.2396166134185,2277.4428115015976,,4,Stop
3104,6032451.0,6032862.0,2277.4428115015976,2277.6354632587854,Stop,7,it
3105,6032862.0,6033266.0,2277.6354632587854,2277.840894568689,...,5,do
3106,6033298.0,6033636.0,2277.8565175718863,2278.03,...do,8,or
3107,6033638.0,6034082.0,2278.031,2278.24,...do or,11,do
3108,6034084.0,6034698.0,2278.241,2278.55,...do or do,15,not
3109,6034707.0,6035293.0,2278.5541948881787,2278.8331948881787,...do or do not,20,know
3110,6035289.0,6035714.0,2278.831,2279.045015974439,...do or do not know,26,where
3111,6035732.0,6036032.0,2279.053865814696,2279.20124600639,...do or do not know where,29,he
3112,6036047.0,6036945.0,2279.208635782748,2279.63,...do or do not know where he,36,shouldn't
3114,6036947.0,6037914.0,2279.631,2280.12,...do or do not know where he shouldn't,48,probably
3115,6037916.0,6038669.0,2280.121,2280.48,...do or do not know where he shouldn't probably,51,be
3116,6039425.0,6039955.0,2280.85,2281.1,...do or do not know where he shouldn't probably be,54,if
3117,6039957.0,6040468.0,2281.101,2281.36,...do or do not know where he shouldn't probably be if,59,that
3118,6040470.0,6041307.0,2281.361,2281.76,...do or do not know where he shouldn't probably be if that,66,indeed
3119,6041309.0,6041938.0,2281.761,2282.07,...do or do not know where he shouldn't probably be if that indeed,70,wasn't
3121,6041940.0,6042334.0,2282.071,2282.28,...do or do not know where he shouldn't probably be if that indeed wasn't,79,where
3122,6042336.0,6042701.0,2282.281,2282.45,...do or do not know where he shouldn't probably be if that indeed wasn't where,82,he
3123,6042703.0,6043386.0,2282.451,2282.785591054312,...do or do not know where he shouldn't probably be if that indeed wasn't where he,85,isn't
3125,6044050.0,6044902.0,2283.11821086262,2283.516293929712,...do or do not know where he shouldn't probably be if that indeed wasn't where he isn't,93,even
3126,6044902.0,6045328.0,2283.516293929712,2283.7249201277928,...do or do not know where he shouldn't probably be if that indeed wasn't where he isn't even,96,if
3127,6045380.0,6045603.0,2283.75,2283.87,...do or do not know where he shouldn't probably be if that indeed wasn't where he isn't even if,99,he
3128,6045605.0,6046425.0,2283.871,2284.26,...do or do not know where he shouldn't probably be if that indeed wasn't where he isn't even if he,103,wasn't
3130,6046427.0,6046997.0,2284.261,2284.54,...do or do not know where he shouldn't probably be if that indeed wasn't where he isn't even if he wasn't,110,not
3131,6046999.0,6047349.0,2284.541,2284.711661341854,...do or do not know where he shouldn't probably be if that indeed wasn't where he isn't even if he wasn't not,116,where
3132,6047377.0,6047530.0,2284.7254408945696,2284.81,...do or do not know where he shouldn't probably be if that indeed wasn't where he isn't even if he wasn't not where,118,I
3133,6047532.0,6048041.0,2284.811,2285.05,...do or do not know where he shouldn't probably be if that indeed wasn't where he isn't even if he wasn't not where I,123,knew
3134,6048043.0,6048369.0,2285.051,2285.21,...do or do not know where he shouldn't probably be if that indeed wasn't where he isn't even if he wasn't not where I knew,126,he
3135,6048369.0,6049359.0,2285.21,2285.695463258786,...do or do not know where he shouldn't probably be if that indeed wasn't where he isn't even if he wasn't not where I knew he,130,was
3136,6060505.0,6061062.0,2291.1380511182115,2291.42,,5,Shrek
3137,6061062.0,6061418.0,2291.42,2291.584856230032,Shrek,10,went
3138,6061418.0,6061724.0,2291.584856230032,2291.734856230032,Shrek went,14,off
3139,6061777.0,6061999.0,2291.760383386581,2291.8603833865814,Shrek went off,17,to
3140,6062082.0,6062450.0,2291.92,2292.09,Shrek went off to,23,bring
3141,6062452.0,6062838.0,2292.091,2292.28,Shrek went off to bring,28,back
3142,6062840.0,6062999.0,2292.281,2292.35,Shrek went off to bring back,32,the
3143,6063001.0,6063570.0,2292.351,2292.636261980829,Shrek went off to bring back the,37,next
3144,6063638.0,6064322.0,2292.6692108626185,2293.0140894568667,Shrek went off to bring back the next,42,heir
3145,6065616.0,6066131.0,2293.637444089456,2293.896645367413,,2,Oh
3146,6072745.0,6073092.0,2297.12,2297.271661341852,,2,He's
3148,6073223.0,6073809.0,2297.352533546325,2297.64,He's,13,bringing
3149,6073870.0,6074303.0,2297.66975399361,2297.88,He's bringing,18,back
3150,6074305.0,6074525.0,2297.881,2297.98,He's bringing back,22,the
3151,6074527.0,6075258.0,2297.981,2298.346102236422,He's bringing back the,27,next
3152,6075407.0,6076330.0,2298.411,2298.87,He's bringing back the next,32,heir
3153,6076377.0,6077477.0,2298.9019488817885,2299.42201277955,,2,No
3154,6081814.0,6082556.0,2301.54,2301.903322683706,,4,Hook
3155,6083960.0,6084432.0,2302.59,2302.83,Hook,8,get
3156,6084434.0,6084860.0,2302.831,2303.03,Hook get,12,rid
3157,6084862.0,6085091.0,2303.031,2303.15,Hook get rid,15,of
3158,6085093.0,6085681.0,2303.151,2303.43,Hook get rid of,20,this
3159,6085683.0,6086379.0,2303.431,2303.780127795529,Hook get rid of this,24,new
3160,6086642.0,6087648.0,2303.899338658146,2304.381246006391,Hook get rid of this new,29,king
3161,6087693.0,6088480.0,2304.4131948881786,2304.7892971246,,5,Right
3162,6088569.0,6088935.0,2304.85,2305.02,,3,But
3163,6088935.0,6089577.0,2305.02,2305.343482428113,But,9,bring
3164,6089586.0,6090517.0,2305.34747603834,2305.800830670928,But bring,15,Shrek
3165,6090557.0,6090817.0,2305.821,2305.94,But bring Shrek,18,to
3166,6090819.0,6091531.0,2305.941,2306.2797124600647,But bring Shrek to,21,me
3167,6092667.0,6093015.0,2306.8531948881787,2307.013194888179,,1,I
3168,6093017.0,6093325.0,2307.0141948881787,2307.1631948881786,I,6,have
3169,6093327.0,6094077.0,2307.164194888179,2307.5312460063906,I have,16,something
3170,6094085.0,6095268.0,2307.53544089457,2308.1144408945697,I have something,24,special
3171,6095778.0,6096065.0,2308.3531948881787,2308.5031948881788,I have something special,27,in
3172,6096061.0,6096793.0,2308.501,2308.85,I have something special in,32,mind
3173,6096788.0,6097077.0,2308.8478051118213,2308.996805111821,I have something special in mind,36,for
3174,6097086.0,6097785.0,2309.001,2309.335143769968,I have something special in mind for,40,him
3175,6098629.0,6099038.0,2309.7469648562287,2309.956293929715,,2,He'll
3177,6099073.0,6099794.0,2309.9732683706075,2310.315782747605,He'll,11,never
3178,6099849.0,6100353.0,2310.3423418530338,2310.598178913738,He'll never,16,fall
3179,6100384.0,6100605.0,2310.6119584664534,2310.73,He'll never fall,20,for
3180,6100608.0,6100970.0,2310.731,2310.89,He'll never fall for,25,your
3181,6100972.0,6101805.0,2310.891,2311.298785942491,He'll never fall for your,30,trap
3182,6106956.0,6107639.0,2313.814696485623,2314.15750798722,,2,Oh
3183,6108081.0,6108977.0,2314.364217252396,2314.8209265175715,Oh,6,boy
3184,6130572.0,6130894.0,2325.3514376996804,2325.5004792332256,Oh boy,8,I
3185,6130995.0,6131592.0,2325.55,2325.85,Oh boy I,11,can't
3187,6131594.0,6132426.0,2325.851,2326.248466453675,Oh boy I can't,22,believe
3188,6132435.0,6132707.0,2326.2526613418545,2326.39626198083,Oh boy I can't believe,25,it
3189,6133562.0,6133994.0,2326.8131948881787,2327.0329073482426,,2,Me
3190,6134022.0,6134185.0,2327.0466869009583,2327.125686900958,Me,4,a
3191,6134338.0,6135275.0,2327.2001693290727,2327.64,Me a,9,king
3192,6137048.0,6137387.0,2328.506814696483,2328.672364217252,,1,I
3193,6137435.0,6137945.0,2328.696134185305,2328.955591054312,I,3,I
3194,6138072.0,6138282.0,2329.0077092651745,2329.11,I I,5,I
3195,6138284.0,6138605.0,2329.111,2329.2684664536755,I I I,10,mean
3196,6138620.0,6138796.0,2329.2758562300323,2329.37,I I I mean,12,I
3197,6138799.0,6139101.0,2329.371,2329.52,I I I mean I,17,knew
3198,6139103.0,6139268.0,2329.521,2329.61,I I I mean I knew,19,I
3199,6139270.0,6139663.0,2329.611,2329.792076677318,I I I mean I knew I,24,came
3200,6139763.0,6140126.0,2329.841,2330.02,I I I mean I knew I came,29,from
3201,6140128.0,6141252.0,2330.021,2330.5684664536752,I I I mean I knew I came from,37,royalty
3202,6141353.0,6141562.0,2330.611,2330.73,I I I mean I knew I came from royalty,41,and
3203,6141564.0,6141986.0,2330.731,2330.93,I I I mean I knew I came from royalty and,45,all
3204,6141988.0,6142280.0,2330.931,2331.0713738019176,I I I mean I knew I came from royalty and all,49,but
3205,6144012.0,6144241.0,2331.92,2332.03,I I I mean I knew I came from royalty and all but,51,I
3206,6144243.0,6144650.0,2332.031,2332.22,I I I mean I knew I came from royalty and all but I,56,just
3207,6144652.0,6145157.0,2332.221,2332.46,I I I mean I knew I came from royalty and all but I just,64,figured
3208,6145159.0,6145692.0,2332.461,2332.73,I I I mean I knew I came from royalty and all but I just figured,73,everyone
3209,6145694.0,6146373.0,2332.731,2333.071246006391,I I I mean I knew I came from royalty and all but I just figured everyone,80,forgot
3210,6146368.0,6146916.0,2333.069051118212,2333.338051118212,I I I mean I knew I came from royalty and all but I just figured everyone forgot,86,about
3211,6146983.0,6147251.0,2333.371,2333.500830670928,I I I mean I knew I came from royalty and all but I just figured everyone forgot about,89,me
3212,6148886.0,6149500.0,2334.29,2334.59,,2,Oh
3213,6149502.0,6150341.0,2334.591,2335.01,Oh,5,no
3214,6150343.0,6150829.0,2335.011,2335.24,,2,In
3215,6150831.0,6151694.0,2335.241,2335.68,In,7,fact
3216,6151703.0,6151961.0,2335.684194888179,2335.7931948881787,In fact,11,the
3217,6151957.0,6152586.0,2335.791,2336.1,In fact the,16,king
3218,6152588.0,6153188.0,2336.101,2336.4,In fact the king,22,asked
3219,6153190.0,6153524.0,2336.401,2336.55,In fact the king asked,26,for
3220,6153526.0,6154023.0,2336.551,2336.81,In fact the king asked for,30,you
3221,6154025.0,6155316.0,2336.811,2337.44,In fact the king asked for you,41,personally
3222,6157116.0,6158260.0,2338.31,2338.87,,6,Really
3223,6159834.0,6160662.0,2339.64,2340.033738019168,,3,Wow
3224,6163041.0,6163350.0,2341.206102236421,2341.34,,2,Uh
3225,6163523.0,6163686.0,2341.4313099041533,2341.531309904153,Uh,5,uh
3226,6164089.0,6164921.0,2341.7173482428125,2342.1252715654955,Uh uh,10,look
3227,6165014.0,6165342.0,2342.171,2342.33,Uh uh look,12,I
3228,6165344.0,6165748.0,2342.331,2342.52,Uh uh look I,17,know
3229,6165750.0,6165957.0,2342.521,2342.63,Uh uh look I know,20,it's
3231,6165959.0,6166322.0,2342.631,2342.81,Uh uh look I know it's,26,not
3232,6166324.0,6166532.0,2342.811,2342.92,Uh uh look I know it's not,30,all
3233,6166534.0,6166921.0,2342.921,2343.1,Uh uh look I know it's not all,34,gon
3235,6166923.0,6167164.0,2343.101,2343.22,Uh uh look I know it's not all gon na,40,be
3236,6167166.0,6167613.0,2343.221,2343.43,Uh uh look I know it's not all gon na be,44,fun
3237,6167615.0,6167815.0,2343.431,2343.53,Uh uh look I know it's not all gon na be fun,48,and
